2.855527162551879883e+00,1.682291507720947266e+00
2.716993570327758789e+00,1.580256104469299316e+00
3.009769439697265625e+00,1.511376500129699707e+00
2.872252941131591797e+00,1.632982730865478516e+00
2.832427740097045898e+00,1.644764304161071777e+00
2.900036096572875977e+00,1.587953925132751465e+00
2.787196874618530273e+00,1.723982572555541992e+00
2.777848958969116211e+00,1.704686045646667480e+00
2.807933330535888672e+00,1.688404560089111328e+00
3.060017108917236328e+00,1.265102744102478027e+00
2.838200569152832031e+00,1.526767849922180176e+00
2.850506544113159180e+00,1.654618144035339355e+00
2.879671573638916016e+00,1.671816945075988770e+00
2.746077537536621094e+00,1.716582059860229492e+00
2.856587886810302734e+00,1.691015243530273438e+00
2.749029159545898438e+00,1.704041838645935059e+00
2.853031396865844727e+00,1.698996901512145996e+00
2.933625936508178711e+00,1.548472762107849121e+00
2.822974920272827148e+00,1.527462124824523926e+00
2.736721515655517578e+00,1.676358819007873535e+00
2.822497367858886719e+00,1.624762654304504395e+00
2.824133396148681641e+00,1.597855567932128906e+00
2.735439300537109375e+00,1.612514019012451172e+00
2.825768232345581055e+00,1.705581307411193848e+00
5.016925334930419922e+00,-2.640868663787841797e+00
2.820231676101684570e+00,1.636711835861206055e+00
2.885314702987670898e+00,1.662680387496948242e+00
-4.303662300109863281e+00,2.105977982282638550e-01
2.873482704162597656e+00,1.681555271148681641e+00
2.962039232254028320e+00,1.488515734672546387e+00
2.899976491928100586e+00,1.567372798919677734e+00
2.863962888717651367e+00,1.272681117057800293e+00
2.812558650970458984e+00,1.377248287200927734e+00
2.866144895553588867e+00,1.616382598876953125e+00
2.740127563476562500e+00,1.584882497787475586e+00
2.826705455780029297e+00,1.688311934471130371e+00
2.884606361389160156e+00,1.666002631187438965e+00
3.457434177398681641e+00,1.001262426376342773e+00
2.791517496109008789e+00,1.528293848037719727e+00
2.859310865402221680e+00,1.619128346443176270e+00
2.880836248397827148e+00,1.743008136749267578e+00
3.053850889205932617e+00,1.013549923896789551e+00
2.770084619522094727e+00,1.702192664146423340e+00
2.873780727386474609e+00,1.724420070648193359e+00
2.843901157379150391e+00,1.680493593215942383e+00
3.045212984085083008e+00,1.571130990982055664e+00
2.915730953216552734e+00,1.650629281997680664e+00
2.896240472793579102e+00,1.679295778274536133e+00
2.834594011306762695e+00,1.717743277549743652e+00
5.323956966400146484e+00,-4.178291559219360352e-01
2.815086364746093750e+00,1.689665079116821289e+00
2.805417776107788086e+00,1.689545035362243652e+00
