2.848587274551391602e+00,1.686142563819885254e+00
2.856806039810180664e+00,1.654110670089721680e+00
3.339618682861328125e+00,1.178542137145996094e+00
2.836947202682495117e+00,1.661504387855529785e+00
2.675289630889892578e+00,1.703637242317199707e+00
2.879924058914184570e+00,1.652339577674865723e+00
2.830016136169433594e+00,1.557386159896850586e+00
2.792585849761962891e+00,1.427452206611633301e+00
2.905232191085815430e+00,1.595522999763488770e+00
2.789050579071044922e+00,1.664933204650878906e+00
2.776367664337158203e+00,1.689320206642150879e+00
2.791882991790771484e+00,1.690269470214843750e+00
2.861121654510498047e+00,1.680486083030700684e+00
2.907877445220947266e+00,1.428927898406982422e+00
2.859545230865478516e+00,1.688607692718505859e+00
2.878452539443969727e+00,1.693443536758422852e+00
2.868226289749145508e+00,1.679790258407592773e+00
2.763379573822021484e+00,1.465763330459594727e+00
2.859159469604492188e+00,1.682997584342956543e+00
2.833975791931152344e+00,1.591357827186584473e+00
2.820968389511108398e+00,1.615231275558471680e+00
2.692094326019287109e+00,1.765061140060424805e+00
2.738722801208496094e+00,1.606775879859924316e+00
3.003674268722534180e+00,1.532912373542785645e+00
2.860542535781860352e+00,1.569405198097229004e+00
2.687431812286376953e+00,1.789988994598388672e+00
4.087126731872558594e+00,9.353099465370178223e-01
2.966812133789062500e+00,1.519837737083435059e+00
3.118745803833007812e+00,1.214415907859802246e+00
2.763598918914794922e+00,1.703179836273193359e+00
2.840401411056518555e+00,1.718782901763916016e+00
2.801758766174316406e+00,1.684960126876831055e+00
2.743581295013427734e+00,1.698143243789672852e+00
2.812100887298583984e+00,1.695082783699035645e+00
2.820417165756225586e+00,1.692545056343078613e+00
2.847782611846923828e+00,1.520381689071655273e+00
2.860605955123901367e+00,1.690222144126892090e+00
2.856569290161132812e+00,1.691365122795104980e+00
2.769944667816162109e+00,1.723658442497253418e+00
2.837089776992797852e+00,1.683680176734924316e+00
2.779215335845947266e+00,1.690251827239990234e+00
2.825893163681030273e+00,1.712022304534912109e+00
2.919660806655883789e+00,1.433750271797180176e+00
3.155116319656372070e+00,1.731950283050537109e+00
